300000.0,2798500.0,5297000.0,7795500.0,10294000.0,12792500.0,15291000.0,17789500.0,20288000.0,22786500.0,25285000.0,27783500.0,30282000.0,32780500.0,35279000.0,37777500.0,40276000.0,42774500.0,45273000.0,47771500.0,50270000.0,52768500.0,55267000.0,57765500.0,60264000.0,62762500.0,65261000.0,67759500.0,70258000.0,72756500.0,75255000.0,77753500.0,80252000.0,82750500.0,85249000.0,87747500.0,90246000.0,92744500.0,95243000.0,97741500.0,100240000.0,102738500.0,105237000.0,107735500.0,110234000.0,112732500.0,115231000.0,117729500.0,120228000.0,122726500.0,125225000.0,127723500.0,130222000.0,132720500.0,135219000.0,137717500.0,140216000.0,142714500.0,145213000.0,147711500.0,150210000.0,152708500.0,155207000.0,157705500.0,160204000.0,162702500.0,165201000.0,167699500.0,170198000.0,172696500.0,175195000.0,177693500.0,180192000.0,182690500.0,185189000.0,187687500.0,190186000.0,192684500.0,195183000.0,197681500.0,200180000.0,202678500.0,205177000.0,207675500.0,210174000.0,212672500.0,215171000.0,217669500.0,220168000.0,222666500.0,225165000.0,227663500.0,230162000.0,232660500.0,235159000.0,237657500.0,240156000.0,242654500.0,245153000.0,247651500.0,250150000.0,252648500.0,255147000.0,257645500.0,260144000.0,262642500.0,265141000.0,267639500.0,270138000.0,272636500.0,275135000.0,277633500.0,280132000.0,282630500.0,285129000.0,287627500.0,290126000.0,292624500.0,295123000.0,297621500.0,300120000.0,302618500.0,305117000.0,307615500.0,310114000.0,312612500.0,315111000.0,317609500.0,320108000.0,322606500.0,325105000.0,327603500.0,330102000.0,332600500.0,335099000.0,337597500.0,340096000.0,342594500.0,345093000.0,347591500.0,350090000.0,352588500.0,355087000.0,357585500.0,360084000.0,362582500.0,365081000.0,367579500.0,370078000.0,372576500.0,375075000.0,377573500.0,380072000.0,382570500.0,385069000.0,387567500.0,390066000.0,392564500.0,395063000.0,397561500.0,400060000.0,402558500.0,405057000.0,407555500.0,410054000.0,412552500.0,415051000.0,417549500.0,420048000.0,422546500.0,425045000.0,427543500.0,430042000.0,432540500.0,435039000.0,437537500.0,440036000.0,442534500.0,445033000.0,447531500.0,450030000.0,452528500.0,455027000.0,457525500.0,460024000.0,462522500.0,465021000.0,467519500.0,470018000.0,472516500.0,475015000.0,477513500.0,480012000.0,482510500.0,485009000.0,487507500.0,490006000.0,492504500.0,495003000.0,497501500.0,500000000.0,Time
(0.00043787510028028706-0.00011684708080014614j),(0.0007349117191699292+0.0005835796558873778j),(0.000537918758122145+0.0010351181227970198j),(0.0006637478838357857+0.0007187867387344802j),(0.000546549952616812+0.0013167461168959308j),(0.000704669575543287+0.0017430844430215105j),(0.0009609899853920581+0.0019182859196345003j),(0.0009300599359139013+0.0022185112563569455j),(0.0011791118194591334+0.0025371762149901367j),(0.0012802570301149625+0.0026547317419365808j),(0.0014913147999261439+0.0030097156837633346j),(0.0018041978118132228+0.003296092063472882j),(0.002172565492544197+0.003285838745564937j),(0.002400482121442139+0.0036824332550043307j),(0.002672253528625076+0.0038734968039029847j),(0.0030882384948239185+0.0041135212969324745j),(0.0033621984353841934+0.004292508495021961j),(0.0037600866397548517+0.0044089214064353885j),(0.004121539665208649+0.004672235819141428j),(0.004494192090614066+0.004653533645562394j),(0.004952160922001734+0.004749118041971561j),(0.005425354356994933+0.004839399234308987j),(0.005751777811716897+0.0048334373938156185j),(0.00635353468900924+0.0049275574959138585j),(0.00677197240827081+0.005063680743895653j),(0.007317436859448215+0.004626515806571816j),(0.007876058678585847+0.005041540089101892j),(0.008391733387520226+0.004788528144087408j),(0.008906939640744578+0.004601200744526418j),(0.009410891742193983+0.004526957587797845j),(0.009933434484795027+0.004420696118754416j),(0.010715486156270916+0.0042987166682899244j),(0.011405743904700536+0.003989363661617465j),(0.0119182301347383+0.003624152571330904j),(0.012386104985253044+0.0033323479645544713j),(0.01293721750198769+0.0025295298921975294j),(0.01375589011994991+0.0024855837845315673j),(0.01457485309193342+0.0022361679952787646j),(0.014949046169999819+0.001524138209135534j),(0.015557293794964443+0.0009685221690173564j),(0.01611716385647586+0.00044184780068653486j),(0.016577658160636943-0.0001312738900807039j),(0.017161568993460243-0.0009592354976738294j),(0.01778702682007731-0.0016752074063424197j),(0.018428258945298353-0.002291397017610981j),(0.01890586342487087-0.0032384361066167674j),(0.019447017372180183-0.004097929745166504j),(0.01977456575325303-0.004939694196707135j),(0.020367012511600384-0.005943014202769289j),(0.020931527361169648-0.006929115574693172j),(0.0213840255656834-0.00792798057463908j),(0.021799493939413914-0.009252062383363095j),(0.022135465934219636-0.010450099304098135j),(0.022562050781852035-0.011614110205312757j),(0.023002417475542613-0.012931101404222978j),(0.023266462095585545-0.01431853825986032j),(0.023675789735682934-0.015889220953264647j),(0.023858756404650926-0.017467341950218273j),(0.024251083956596673-0.01921659861142436j),(0.02433820107776192-0.02124975046225556j),(0.02438068458117179-0.022950450821914686j),(0.024473769246664164-0.0248635538514591j),(0.024429789682883757-0.02709352012624319j),(0.024284448520577488-0.029231601041564786j),(0.02397158545515385-0.03168612264827562j),(0.0238136676146593-0.03426840668903092j),(0.023150362610134208-0.03703824056569927j),(0.022235981777448222-0.03981814791936251j),(0.021345168673958442-0.04237074792168373j),(0.020981393281729405-0.045524758204169916j),(0.020072840685250455-0.04909481920792194j),(0.018711212946412946-0.053199842768821455j),(0.017007987087252416-0.057503315362842033j),(0.014887960122266225-0.0614912560451636j),(0.012969175223534208-0.06626503244535245j),(0.01025200825149928-0.0718632200202639j),(0.006615821220272005-0.07808437707945111j),(0.0019512186280622335-0.08442273318892732j),(-0.003561273160820281-0.09172883963467018j),(-0.012009787543422145-0.09980747675367864j),(-0.02264802757342999-0.10755458629289966j),(-0.035215258952117176-0.11308987998253302j),(-0.04903373469947073-0.11829029605231697j),(-0.06265205533405607-0.12321319979235153j),(-0.07992887263858209-0.13100322471159334j),(-0.10275046645627094-0.13939991236424942j),(-0.13916061543988872-0.1495437099194847j),(-0.1960810393015685-0.1447987418865787j),(-0.2603251573065976-0.10676326310770858j),(-0.3092324886793304-0.029983121835576432j),(-0.3077668597603017+0.0730838535701452j),(-0.25317456293975366+0.148258230662397j),(-0.19313341892253216+0.17927592203688858j),(-0.1443474193392146+0.19738373424078273j),(-0.09316102116450929+0.2011127952686332j),(-0.051162449553818906+0.18802176014682295j),(-0.026985914056455725+0.17193751395685272j),(-0.004992056564146349+0.16008360312643294j),(0.011358478439607855+0.14370119140897886j),(0.021771206234931548+0.12935215944369402j),(0.02993985712939617+0.11949747941121733j),(0.039014251348468754+0.10905917554892694j),(0.04627241448587131+0.0977368757634677j),(0.05131354421593129+0.08745053141398772j),(0.05648799981434941+0.07791540381874207j),(0.0616583067083749+0.06673932082478415j),(0.06404898953912935+0.054089011725047986j),(0.062147139455008646+0.0412070643374459j),(0.05755904781597843+0.03266365867658402j),(0.05365470309940016+0.0263115351182864j),(0.049992945984838305+0.021571919676761506j),(0.04711536905049681+0.01806570200328174j),(0.04474599019520818+0.013959131781521077j),(0.04197211585343641+0.010607753008877117j),(0.03892300010886767+0.007707228773657902j),(0.03586548284014661+0.005973331625247401j),(0.03363951625334968+0.0052334508975102195j),(0.0327699900813917+0.004242823935796335j),(0.03188411279463797+0.002574844773892246j),(0.030925853677185186+0.0009020438388295353j),(0.030093393959901696-0.001103836629090143j),(0.02908824726262663-0.0033959904819739666j),(0.027933131015278948-0.005716472665721366j),(0.026150921435575954-0.008975402849274958j),(0.022288350069186617-0.011642704459685505j),(0.018164700159084907-0.012436173593696408j),(0.015004415396053612-0.011603431084615697j),(0.013165545003478652-0.010968190725694731j),(0.011496708061258038-0.011021553551227189j),(0.009350296940212771-0.010991117164783133j),(0.007313680046835783-0.010151822295005823j),(0.005692679867291304-0.009292273097676058j),(0.0044576154700831355-0.008231433709971831j),(0.0034520134979116384-0.007044680198520609j),(0.003251811294051426-0.006090302317947022j),(0.003006270200745126-0.005842844517552158j),(0.002079407035509194-0.0058140903244856415j),(0.001152283770321227-0.00515571741328787j),(0.0006643131294567282-0.0045494779750471495j),(0.00042792257877498623-0.004334197699764547j),(-0.0004180702681707838-0.0042487234720160185j),(-0.0012795456681182582-0.0036424862474889927j),(-0.0020101725305953348-0.002876129391244371j),(-0.002604322152255136-0.0020815862772670893j),(-0.0030376680790824497-0.0012175417036304483j),(-0.0031676377803804504-0.0005848839783072437j),(-0.0034560174878526615-9.55320295620613e-07j),(-0.0038422689773807226+0.00039390576481637696j),(-0.00446835356945482+0.0009078744688918853j),(-0.005283995359699781+0.0017264428512252347j),(-0.005685095499021708+0.002864233194071398j),(-0.0058725476760542825+0.004206926077402584j),(-0.005894739196069997+0.005317009500417439j),(-0.005858598597598433+0.006257209489002801j),(-0.005852636876159214+0.007464114271667363j),(-0.005675186021882379+0.009115401771434724j),(-0.004884077634334344+0.010261233173337537j),(-0.004031141108808677+0.01110212822911867j),(-0.003491733899299026+0.011820490755464716j),(-0.0030249444485096815+0.012789933349997687j),(-0.002193747084023488+0.013879254745204718j),(-0.0013991162382045736+0.014813917242405081j),(-0.0002514636022471182+0.01583808280138491j),(0.001037977179503053+0.016545298519200027j),(0.002213280536731214+0.017194352891153473j),(0.0037427372357692413+0.018003542917842362j),(0.005504810901707467+0.018346360815958914j),(0.007261800271511805+0.018463343167461493j),(0.009160289460248284+0.018231753238040316j),(0.010638752220719375+0.017308360230492346j),(0.011999396360819614+0.01663983293422046j),(0.012945103468816437+0.015621282547028102j),(0.013641612938351566+0.014987580181402161j),(0.014449831655056413+0.014602138223180284j),(0.015618904809097575+0.014062129814090498j),(0.016530348721521638+0.01292944934616901j),(0.016886909777252018+0.011884968271030654j),(0.017073899304919548+0.011237731475419508j),(0.017495811649569606+0.0107377256902897j),(0.017797975878515497+0.009891126344383383j),(0.017776364557969607+0.009491648122701977j),(0.018208892064948287+0.009565307485984213j),(0.019026276924010217+0.009284134030278555j),(0.019557393515957276+0.00886597949861718j),(0.0200533473032758+0.008691963679438867j),(0.020915363290608315+0.008506820638111078j),(0.02219530900131927+0.008029825751510324j),(0.023245916716228592+0.006927275284170824j),(0.023832797601813838+0.005884143564678328j),(0.023808131190321602+0.0049737624331190845j),(0.024174511512170774+0.0046752402325663505j),(0.025001918503233325+0.004542034751201671j),(0.026371271945566307+0.003906157274770482j),(0.027633474574904532+0.0029898185745528567j),(0.028750652200482903+0.0015477555900015542j),(0.029281696080876676-0.00031151149828614715j),(0.029429407139151546-0.0016183591645044133j),(0.029659168126512307-0.0023667575156940584j),(0.030876605872740784-0.0032449915770741272j),(0.03174018732895301-0.005165182478563884j),(0.032170398893432206-0.007029671090100449j),0.024561700003687292
(0.0003925372354295887-3.595797584955842e-05j),(0.00020822561146263452+0.00025202962709944076j),(2.668952887251398e-05+0.0006510018765363314j),(0.0005991258569061826+0.0010481626901565214j),(0.0004502018629750837+0.0013041718498422446j),(0.0006331431686821997+0.0015018987142582324j),(0.0007559621742751231+0.0019155264848796463j),(0.0009385993073359571+0.0021022630065233527j),(0.0011351097213534221+0.0025734301082025214j),(0.0013242837193445523+0.0027568782356817913j),(0.0015119999647922255+0.002920656180512244j),(0.0016553168881586222+0.0031876299767872457j),(0.0020028200746674846+0.0034692131180851277j),(0.0023491469691534674+0.0037004606892776988j),(0.0026282708984544873+0.003935620394153618j),(0.0029667697125174562+0.004107995810317375j),(0.0033699185210687176+0.004230352631008546j),(0.0037125498287994994+0.004505415377373962j),(0.004155331766822858+0.004592588743505597j),(0.00445863338925971+0.004814671034834781j),(0.004898682449389915+0.004833497265798301j),(0.005382292556777207+0.0049479672105090045j),(0.005794310560872877+0.00491272957467844j),(0.006296200447727727+0.004913039672398894j),(0.0068060034539637205+0.00496515840179291j),(0.007356801316284108+0.004849754807692716j),(0.008113692132926974+0.004945975929957658j),(0.008490842105246402+0.004757510603079915j),(0.008835087939700172+0.0046447936442295425j),(0.009359226682092624+0.00450011679570799j),(0.0098806810353285+0.004431156313413405j),(0.01068806622179512+0.004336977223327719j),(0.011311640126670434+0.0038944844795763575j),(0.011931744681784621+0.003574297933648209j),(0.01244732246598576+0.003315589357321846j),(0.013165593887823958+0.0029226366408635495j),(0.01375084320693066+0.002575586808386108j),(0.014382149559181987+0.0019757284466053945j),(0.014860233748444548+0.0015899246938017252j),(0.015508388851833999+0.0010186379582845756j),(0.016076065335437022+0.00048137628608300835j),(0.01671871801583093-0.00021868471294825362j),(0.01732468138045377-0.00088994369004438j),(0.01780711734445241-0.0016453086066710945j),(0.018314031975613078-0.002372547707060437j),(0.018806705685965902-0.0031885398236075105j),(0.01942307995829882-0.004077300937736991j),(0.019871628121699472-0.004983508078916021j),(0.0205224732230764-0.005962429544726771j),(0.020857810769623952-0.006962730538036798j),(0.02132044048092365-0.008061543670437108j),(0.021815828836063908-0.009162636988669029j),(0.022166015684053565-0.01040946880856811j),(0.022556051029812334-0.011642934519363683j),(0.023007068781548054-0.012927755061195095j),(0.023312270280371482-0.014374686546803217j),(0.023519634386564132-0.01583343846996643j),(0.02388262051417537-0.017443690697114867j),(0.024161729406029817-0.019162757683007584j),(0.024307082304953893-0.021043282954895805j),(0.024311580635479803-0.022763536835881986j),(0.02435777104995664-0.024874127928196172j),(0.024372321174041325-0.027114430670972182j),(0.02411686333345949-0.02928877075715065j),(0.023997009069368466-0.03163220405695105j),(0.023791777726641046-0.0342470921514834j),(0.023166471869527114-0.037040028398486816j),(0.022299134205171635-0.039981864425470644j),(0.021443390191192527-0.042399526776266384j),(0.020981394784596007-0.045561202099104206j),(0.02000407068261232-0.04912812063597058j),(0.01903366800107598-0.053310767541177265j),(0.017055974713365007-0.05740685716570366j),(0.014904055648533752-0.061607126984632145j),(0.012939962035144555-0.0662597068109483j),(0.010258672508826453-0.0717779624528941j),(0.006644311476257719-0.07803375384424595j),(0.0020052285115370744-0.08469934476549613j),(-0.0038534368744901557-0.09155677748085363j),(-0.011904221516476566-0.09992624723595268j),(-0.021904505828611517-0.10711199878395991j),(-0.03495721014196093-0.11345652584138606j),(-0.04899543061950706-0.11829540410865302j),(-0.06260728603891506-0.12320329498193014j),(-0.07981495755226581-0.1310420383392738j),(-0.10264392305065806-0.13946319364742832j),(-0.13922439054811153-0.1496015529749338j),(-0.19605719363275131-0.1448747135034285j),(-0.26034532575921704-0.10670632037248565j),(-0.3089079662597532-0.029840766495107866j),(-0.30778610399518536+0.07289114128509175j),(-0.2532092835735144+0.14825505651933674j),(-0.19304472298086603+0.17932005055676822j),(-0.14438437749101635+0.19724449693004745j),(-0.09316659088138748+0.2012400917840381j),(-0.051292951169001275+0.18820076273323916j),(-0.027216576426194645+0.17241362498308993j),(-0.00486981518547085+0.1598590880078059j),(0.01136976632380034+0.14356474523880858j),(0.021981217597776184+0.12935183262554412j),(0.030012454443706055+0.1194679743828902j),(0.038915950794356856+0.10884717844911149j),(0.046181002069732635+0.09763867533301032j),(0.051238615694845835+0.0874040546736037j),(0.05669081520345429+0.07795144001242801j),(0.06164267233717296+0.0667880540219658j),(0.06396581483536953+0.05406589702404535j),(0.06230193795083752+0.041179834360730985j),(0.057488198064048215+0.03267186315881849j),(0.05359224702815534+0.026290668088956293j),(0.04991633439976322+0.02152892440717422j),(0.04720363819637024+0.01803047002065839j),(0.044843360517031534+0.013838114551318075j),(0.041948926782994375+0.010560352954675637j),(0.0390117300381276+0.00764507191263849j),(0.035843163010687795+0.0058510231309624895j),(0.03365577470697855+0.005180328266062666j),(0.032823912035914046+0.004233377074495969j),(0.031835119396806034+0.0023285683122243567j),(0.03094383498641292+0.0009095476443574267j),(0.03007962587194408-0.001115621684128822j),(0.029039001003891528-0.003343454597623391j),(0.027948579448226048-0.005757321903989755j),(0.026103397480254916-0.008996721905901528j),(0.022242771144339642-0.011608137672446592j),(0.018252062050049443-0.012409314693361935j),(0.014966770601223258-0.01162143991702843j),(0.0130380696935557-0.010995695440696916j),(0.011496255479212767-0.010948091245582273j),(0.009362953597128364-0.010886861618953832j),(0.007279545527610686-0.010189463014038362j),(0.005755721187469823-0.009270741335180873j),(0.004416728666220569-0.00838634588351773j),(0.003382269066935798-0.007092272923623286j),(0.0032704532636036315-0.006091604620195429j),(0.002901193120584473-0.00583154609398963j),(0.002077829570702383-0.00584941897990473j),(0.0010917794262242338-0.0052416684480999795j),(0.0006852717799417929-0.004469466606691776j),(0.000456807424968657-0.004234227851031453j),(-0.00040711679073415286-0.004231469911920071j),(-0.0013387576217134766-0.003592727898263565j),(-0.0021027483727078565-0.002909534434154758j),(-0.0026551588724859103-0.0020701294980896754j),(-0.0029868666380045306-0.0012866396425230595j),(-0.0031412385216886083-0.0005070478550844188j),(-0.0034764741584897953-0.0001568375973111716j),(-0.003925522819379625+0.00037080753583491877j),(-0.004513468241006683+0.0008511208546788167j),(-0.005189678723422214+0.0016248321318752717j),(-0.005618861982753369+0.002814045415734852j),(-0.005865819355644408+0.004066545481587958j),(-0.005877395238915164+0.0052404598276584976j),(-0.005852150058394227+0.006240514925892995j),(-0.005895203967497896+0.007461121424220962j),(-0.005668710339922289+0.00899130225204015j),(-0.004885853113336871+0.010379365157226341j),(-0.003979567057240672+0.011083350416326809j),(-0.0035866237337090607+0.01186977988628866j),(-0.0029975892669638917+0.01281359928264337j),(-0.00223390578201444+0.013845588085548553j),(-0.001356957035682033+0.014907826636442396j),(-0.0002445696578544604+0.015934564002873446j),(0.0011260704119631657+0.016523251061596852j),(0.00216528560310932+0.017210454766513276j),(0.0036422928159044053+0.01791449846791315j),(0.0054039575362522475+0.01833129811597193j),(0.0071834279124670065+0.01841198632685386j),(0.009181606230861608+0.01811420213511216j),(0.010688950854886345+0.017404871835420263j),(0.011944501284066038+0.016639983608869188j),(0.013017134125524172+0.0156055728641491j),(0.01363610863728408+0.015081661648426371j),(0.014461581283977976+0.014558523332926667j),(0.015624503148329204+0.013953154943544627j),(0.016515462317991503+0.01292639422330877j),(0.016934605113450546+0.011839499971148275j),(0.017072732557189326+0.011226205401817258j),(0.017541365453030287+0.010754070981542888j),(0.01771473725815352+0.009860374310780207j),(0.01787236170843934+0.009638134559833459j),(0.018340826087800452+0.009576003926750641j),(0.018950983928841758+0.009319105438038763j),(0.019552587938834017+0.008895207067897868j),(0.02010548993659729+0.008678940648080481j),(0.020918504688691827+0.008550918179739103j),(0.022258938498672266+0.008091941150596901j),(0.023251348328309242+0.0069701158947302715j),(0.02376905426500753+0.005869900485691454j),(0.023902146361501078+0.004943113443023174j),(0.024145521791648587+0.004794124726269875j),(0.02500891449294228+0.0044240557579818j),(0.026329662755087965+0.004043754444222637j),(0.02766474537698609+0.003026470563705176j),(0.028804544524654415+0.0014505514495151538j),(0.029264701083946444-0.00033922962484645314j),(0.029325392350688387-0.0016189418869780002j),(0.02967099728346928-0.0023724959697976732j),(0.03069946299513163-0.0032996161024785265j),(0.0316926398822317-0.005172338000150174j),(0.032227633368707834-0.007044071750408628j),0.024735099999816157
(0.0005322391349149585+0.00024868433143254194j),(0.00020822561146263452+0.00025202962709944076j),(0.00012375226211059766+0.0006201433161162687j),(0.0008013142208759109+0.0014411331974315753j),(0.0004859306259467159+0.001323289830760031j),(0.0005215867308548255+0.0016076894249095147j),(0.0008536453534667298+0.0018202948840657283j),(0.0008923697704425623+0.0021530382551240863j),(0.0010086139851476432+0.0023644265880833526j),(0.0013074560411092204+0.002747459722875499j),(0.0015765196068880305+0.002876564186110506j),(0.0017391498370759996+0.003194048979580711j),(0.0019526994191464038+0.003448630846282649j),(0.002290368483182022+0.003738501281991482j),(0.0026482072070493057+0.0038545276851665758j),(0.0032397851258091723+0.00394394190475917j),(0.0033546307048136752+0.004242950383906876j),(0.0036696112173126+0.00450609972298951j),(0.004097758960481564+0.004537976212083595j),(0.00448716121814891+0.00471415015542582j),(0.004952425117170563+0.0047366573843650095j),(0.005318602786498098+0.004806081485063894j),(0.0058035992606386136+0.004899176052286079j),(0.006287884070674127+0.004859834655914474j),(0.006785444421061656+0.004977100704938919j),(0.00735322878053496+0.00487500189969828j),(0.007869316824083412+0.004775405395104256j),(0.00838934685426777+0.004658814601585554j),(0.008869300164229283+0.004639305847557656j),(0.00945162294617222+0.004505630122342267j),(0.009932627222549568+0.0044740399216908235j),(0.010683881011708182+0.004325838628147727j),(0.011281053066130543+0.003962244006172053j),(0.01196050313342874+0.0036262551327089793j),(0.012412903909979652+0.0034187285278263983j),(0.012848586021086341+0.0028131723091750892j),(0.013628537721111346+0.0024622032877464847j),(0.014106256473042816+0.0022837374662289483j),(0.01493990532502706+0.001529584837450838j),(0.015541490884027296+0.000939797207059247j),(0.016121480880529178+0.0003628949419134959j),(0.016598786603597593-0.00021699204179050644j),(0.017265964851632294-0.000995624421002352j),(0.017739240403743573-0.0016023744225256936j),(0.018390946434985282-0.0023509791497017154j),(0.018938909144708777-0.003218374509515179j),(0.01944775206904001-0.004008881117097831j),(0.019847651483806655-0.004993263232992367j),(0.02044396372594917-0.005859320970779304j),(0.020929502516077024-0.006963557090936363j),(0.021332277054256985-0.008012013880000281j),(0.02175198192310947-0.009126966900489565j),(0.022138245989910998-0.010340772051808661j),(0.0225357042893314-0.011615855662125394j),(0.022952945031048402-0.012905176133762004j),(0.023298076682527973-0.014422400062493084j),(0.023680308242591434-0.01585115768582872j),(0.02383814236571747-0.01746225753049243j),(0.024172388463858566-0.01919406260382767j),(0.02430337087605609-0.021098455307188152j),(0.024435297215873637-0.022940584440885273j),(0.0244340793812414-0.02488942535615535j),(0.024257115096393257-0.027051048401258566j),(0.02414768899217871-0.029279326564863328j),(0.023923457809090578-0.031648849617014446j),(0.023781843388217636-0.03416908626596076j),(0.02314072131838351-0.03703008831633836j),(0.02231804367189013-0.03988014315993612j),(0.02150210627587338-0.04247804543139452j),(0.02102983546950169-0.04551193990537497j),(0.02012316481202648-0.049191090590065475j),(0.018909126756544988-0.05324077181315805j),(0.016970890037569002-0.05738939941203347j),(0.014899417470166293-0.06152765760343595j),(0.01290370364937495-0.06628619105583627j),(0.01018381752964517-0.07178640175087232j),(0.006624396578916352-0.0781171660236173j),(0.0019271049337647693-0.08455518195228783j),(-0.003830451451576254-0.091836771074105j),(-0.011928878457336964-0.09998514060383303j),(-0.022663862510773975-0.10705697993854066j),(-0.03582466933306392-0.11379632259633575j),(-0.04901929829098379-0.11835130372323362j),(-0.06256759190961551-0.12322140714392736j),(-0.07977442423528053-0.1310862920395269j),(-0.10278626959711991-0.13949987546802387j),(-0.13931765791116324-0.14951106139037657j),(-0.1962004681815498-0.14495251394738998j),(-0.26035601285904786-0.10673753893680386j),(-0.3091657516476651-0.030094665954023356j),(-0.3080292532912895+0.07292126448114919j),(-0.2531244335300253+0.1482108584908217j),(-0.193079402318241+0.17925988177999153j),(-0.144620718347441+0.19721652762009922j),(-0.09334166364706448+0.2013963060417063j),(-0.05115716669644678+0.18845226262646264j),(-0.026846703574279356+0.1722800167385339j),(-0.0050191328390386675+0.16015135852228823j),(0.01137798977753502+0.143437631618524j),(0.021589406449929825+0.1292675043808078j),(0.03004011876796462+0.11921682118833131j),(0.03875614461670919+0.10900928002129269j),(0.04626921016673053+0.09770207244689126j),(0.051233602557710485+0.08755158778440988j),(0.05660693848790262+0.07787337178760229j),(0.061738752178038356+0.06674086882528818j),(0.06400241349694596+0.05396628957442008j),(0.06216546953015953+0.04116661940639604j),(0.05757884442589888+0.032668746965174175j),(0.053680158219837716+0.02630544228869502j),(0.0499645982201499+0.02158906583855667j),(0.047179879080690025+0.018077125882041203j),(0.04477293515873446+0.01395749906692593j),(0.042055866554365086+0.010579279301089553j),(0.03896532404518234+0.007651697911496839j),(0.03580713749781228+0.005931953250747227j),(0.033719496348112964+0.005203302961452442j),(0.03275585638152812+0.0042076044472134175j),(0.03181545087202187+0.0024688542400437496j),(0.030957969561941415+0.0008827832837120107j),(0.030064314758055828-0.0011816265316514016j),(0.02907044896781381-0.0033809218977741925j),(0.02791462597046978-0.005766657941533986j),(0.02615373668211171-0.009002321712732823j),(0.022304064015446972-0.011681034658869521j),(0.018184519214103682-0.012504842571118172j),(0.014949851316720998-0.01167244698605941j),(0.01321912963317396-0.01097004797179699j),(0.011463486839428608-0.011081875056375855j),(0.009217406509505905-0.010961609377339974j),(0.007398414554319363-0.010159819493014501j),(0.0056907418070149835-0.009319647539928023j),(0.0043830080691683315-0.008213309307363253j),(0.0034879416655198697-0.0070188777906677186j),(0.003214330041688142-0.006219332612500555j),(0.002986894443642199-0.005944646825731141j),(0.0021365529949676195-0.005768016217465749j),(0.001172955702644327-0.005270596430398568j),(0.0007522080253221715-0.004534396147062381j),(0.0004487251343236363-0.00419361089550344j),(-0.00041019682709684944-0.004223904136196j),(-0.0012460012826905537-0.0035632330360695222j),(-0.0020806001990553063-0.0029350886891010607j),(-0.002650300703909014-0.002076934992662468j),(-0.0030074389764932607-0.0011942864839198423j),(-0.0031969852918690817-0.0005561746305480832j),(-0.00342572753185924-7.648190237789733e-05j),(-0.0039056147044418087+0.00036938574717603915j),(-0.00443646889303702+0.0008750395734593288j),(-0.005192540499558686+0.0016081916661890429j),(-0.005592641864590882+0.002874278290674293j),(-0.005865871474369174+0.004117937971305794j),(-0.005914473595133034+0.005170452152601454j),(-0.005916625725626867+0.006204747577894682j),(-0.005986518201131492+0.0075508981141881384j),(-0.005635063255385166+0.009043034986477063j),(-0.004832283737876499+0.010320368965729762j),(-0.004087894220170883+0.01111027650586689j),(-0.003562743671716724+0.011796165448159358j),(-0.0030056594444073294+0.012832392727725656j),(-0.002272682426079673+0.013849304161594736j),(-0.001413312257478264+0.014855315684321531j),(-0.00026769558142488207+0.015938286264155267j),(0.0011123744839416105+0.01646880595638502j),(0.0022692318767242436+0.017211639386697945j),(0.0037244248038529907+0.017866331005567736j),(0.005383083557173135+0.018233982796132888j),(0.007064303177056222+0.018442270643417205j),(0.009161803875111396+0.018172144553703095j),(0.010626164082695582+0.017425218458903456j),(0.011996133859946771+0.01664784598034557j),(0.013013173052619667+0.015678537844957235j),(0.013575238730823324+0.014928689923917663j),(0.014371863941047266+0.014615133554990615j),(0.015532065416628429+0.01405113925661085j),(0.016477869348712273+0.012935748258354134j),(0.01679264413096642+0.011823631610846437j),(0.016988192576040194+0.011194296541571053j),(0.017496718690943457+0.010706381405813488j),(0.017809934591345774+0.009871980749778842j),(0.01783356471277702+0.009564848960987207j),(0.018279821753457978+0.009515708652716075j),(0.01903640324410019+0.009378763852958445j),(0.01957404250225763+0.008793673073981266j),(0.02000154669885018+0.008656406394756224j),(0.020996293936325943+0.008561944535249782j),(0.022235684369196176+0.00808817222896692j),(0.02325850602423852+0.006902731263809962j),(0.023698680349464544+0.005796061566809268j),(0.023834478821402907+0.004934618129602806j),(0.024258085886518465+0.004682101521259018j),(0.02499840654030422+0.004506421172895234j),(0.026140518676729424+0.0039819868625563j),(0.02755945004636393+0.0030991008075070057j),(0.028831750335453033+0.0013816011051517446j),(0.029236505187838956-0.00033140084888515914j),(0.029386651928473402-0.0016359490254122151j),(0.029644664456091888-0.0023089093240640417j),(0.030722738457345775-0.003302631232168048j),(0.03171050787187858-0.005299128693127107j),(0.03224583217456835-0.007021514208354132j),0.024234600001364015
